Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
74,MH Durie,Maori cultural identity and its implications for mental health services,1997,International Journal of Mental Health,Taylor & Francis,https://www.tandfonline.com/doi/pdf/10.1080/00207411.1997.11449407,"https://scholar.google.com/scholar?cites=3312916879755528691&as_sdt=2005&sciodt=0,5&hl=en",252,09/05/22 10:13,,10.1080/00207411.1997.11449407,,,,,,,74,2.96,74,1,25,"… of cultural identity, particularly Maori cultural identity. I conclude that access to a cultural identity … that the development of a positive cultural identity is necessary for optimal mental health. …",,"https://scholar.google.com/scholar?q=related:80k5fFnY-S0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
39,MJ Chandler,On Being Indigenous: An Essay on the Hermeneutics of 'Cultural Identity',2013,Human Development,karger.com,https://www.karger.com/Article/Abstract/345775,"https://scholar.google.com/scholar?cites=16085058923517444797&as_sdt=2005&sciodt=0,5&hl=en",253,09/05/22 10:13,,,,,,,,,39,4.33,39,1,9,"… In short, given the huge rip that had opened up in the fabric of their cultural identity, it became impossible for Crow warriors to any longer plant a coupstick, just as it became impossible …",,"https://scholar.google.com/scholar?q=related:vQJ8X96bOd8J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
62,A Tran,"Ties that bind: Cultural identity, class, and law in Vietnam's labor resistance",2013,,digitalcommons.csumb.edu,https://digitalcommons.csumb.edu/fac_books/13/,"https://scholar.google.com/scholar?cites=1870580724588729364&as_sdt=2005&sciodt=0,5&hl=en",254,09/05/22 10:13,BOOK,,,,,,,,62,6.89,62,1,9,"Ties that Bind explores Vietnamese labor history from the French colonial period to the contemporary era, tracing a vibrant tradition of workers' resistance to oppressive conditions. …",,"https://scholar.google.com/scholar?q=related:FNTNHEKj9RkJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
81,"CR Warren, R Burton, O Buchanan, RV Birnie",Limited adoption of short rotation coppice: The role of farmers' socio-cultural identity in influencing practice,2016,Journal of Rural Studies,Elsevier,https://www.sciencedirect.com/science/article/pii/S0743016716300523,"https://scholar.google.com/scholar?cites=12395961025562947685&as_sdt=2005&sciodt=0,5&hl=en",255,09/05/22 10:13,,,,,,,,,81,13.50,20,4,6,"… , the role of farmers' socio-cultural identity has received little attention. This study focuses on … tailored to influential social factors such as socio-cultural identity and local producer culture. …",https://research-repository.st-andrews.ac.uk/bitstream/handle/10023/11841/Scottish_farmers_and_SRC_accepted.pdf?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:ZTBESuBMB6wJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
68,"A Meca, RF Sabet, CM Farrelly, ...",Personal and cultural identity development in recently immigrated Hispanic adolescents: Links with psychosocial functioning.,2017,Cultural diversity and …,psycnet.apa.org,https://psycnet.apa.org/doiLanding?doi=10.1037/cdp0000129,"https://scholar.google.com/scholar?cites=15916962878818914634&as_sdt=2005&sciodt=0,5&hl=en",256,09/05/22 10:13,,10.1037/cdp0000129,,,,,,,68,13.60,17,4,5,"… effects between coherence and cultural identity, despite the fact that cultural identity was a … optimal mechanism for promoting both cultural identity and positive psychosocial functioning. …",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5491363/,"https://scholar.google.com/scholar?q=related:SpEUF2hp5NwJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
67,U Rothe,Dress and cultural identity in the Rhine-Moselle region of the Roman empire,2009,,oro.open.ac.uk,http://oro.open.ac.uk/34600/,"https://scholar.google.com/scholar?cites=3887219959791593054&as_sdt=2005&sciodt=0,5&hl=en",257,09/05/22 10:13,BOOK,,,,,,,,67,5.15,67,1,13,"While the present inquiry charts new territory in Roman cultural research, there are in fact two academic disciplines that have long recognised the relationship between clothing and …",,"https://scholar.google.com/scholar?q=related:XqYvQ_Ut8jUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
27,"BM Gómez-Estern, JG Amián, ...",Literacy and the formation of cultural identity,2010,Theory & …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0959354309345638,"https://scholar.google.com/scholar?cites=8026376667304209190&as_sdt=2005&sciodt=0,5&hl=en",258,09/05/22 10:13,,10.1177/0959354309345638,,,,,,,27,2.25,9,3,12,"… , adult literacy, cultural identity, discourse, rhetoric In this article cultural identity formation … Our purpose is to show how cultural identity is constructed through discourse and is tightly …",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.884.8309&rep=rep1&type=pdf,"https://scholar.google.com/scholar?q=related:JqsmqA1rY28J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
52,R Shuker,"New Zealand popular music, government policy, and cultural identity",2008,Popular Music,cambridge.org,https://www.cambridge.org/core/journals/popular-music/article/new-zealand-popular-music-government-policy-and-cultural-identity/21051F64AAC19ACBC9AC13E72D36E5B5,"https://scholar.google.com/scholar?cites=13957096009035101211&as_sdt=2005&sciodt=0,5&hl=en",259,09/05/22 10:13,,,,,,,,,52,3.71,52,1,14,"… Secondly, I consider the debated relationship between local music and New Zealand cultural identity, with particular reference to two prominent musical styles: Kiwi ‘garage’ rock, and …",,"https://scholar.google.com/scholar?q=related:GzSPUt-QscEJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
31,B Brauer,Chechens and the survival of their cultural identity in exile,2002,Journal of Genocide Research,Taylor & Francis,https://www.tandfonline.com/doi/pdf/10.1080/14623520220151970,"https://scholar.google.com/scholar?cites=2091048840802103035&as_sdt=2005&sciodt=0,5&hl=en",260,09/05/22 10:13,,10.1080/14623520220151970,,,,,,,31,1.55,31,1,20,Among the eight nationalities deported from their homeland during the Great Patriotic War—the name the Soviet Union gave to the 1941–1945 period during World War II when it had to …,,"https://scholar.google.com/scholar?q=related:-24AhNflBB0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
35,A Saeed,What's in a name? Muhammad Ali and the politics of cultural identity,2002,Sport in Society,Taylor & Francis,https://www.tandfonline.com/doi/pdf/10.1080/911094214,"https://scholar.google.com/scholar?cites=13652825413677461738&as_sdt=2005&sciodt=0,5&hl=en",261,09/05/22 10:13,,10.1080/911094214,,,,,,,35,1.75,35,1,20,… debated in relation to questions of ethnic minority cultural identity; namely the use of ethnic and religious labels. … /llulzmrzmarl/111' and the Politics of Cultural Identity 55 … /lfulmmmad …,,"https://scholar.google.com/scholar?q=related:6rCrwmCUeL0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
111,J Cruikshank,Negotiating with narrative: Establishing cultural identity at the Yukon International Storytelling Festival,1997,American anthropologist,Wiley Online Library,https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1525/aa.1997.99.1.56,"https://scholar.google.com/scholar?cites=12936228571554690884&as_sdt=2005&sciodt=0,5&hl=en",262,09/05/22 10:13,,10.1525/aa.1997.99.1.56,,,,,,,111,4.44,111,1,25,… Yet Myers notes that contemporary critical theorists tend to treat performances of cultural identity as social texts for predictable kinds of analyses. They correctly discern inequality but …,,"https://scholar.google.com/scholar?q=related:RLfGxFi3hrMJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
53,"P Sawrikar, CJ Hunt","The relationship between mental health, cultural identity and cultural values in non-English speaking background (NESB) Australian adolescents",2005,Behaviour Change,cambridge.org,https://www.cambridge.org/core/journals/behaviour-change/article/relationship-between-mental-health-cultural-identity-and-cultural-values-in-nonenglish-speaking-background-nesb-australian-adolescents/9D9C78C2AE75FF93AB67F2DBA173C2D4,"https://scholar.google.com/scholar?cites=2869949160706735966&as_sdt=2005&sciodt=0,5&hl=en",263,09/05/22 10:13,,,,,,,,,53,3.12,27,2,17,"… challenges: developing a cultural identity and establishing a set … a significant relationship between cultural identity, cultural … questionnaires that assessed cultural identity (Australian and …",,"https://scholar.google.com/scholar?q=related:Xv9aV44b1CcJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
74,"PJ Hartung, BJ Vandiver, FTL Leong, ...",Appraising cultural identity in career‐development assessment and counseling,1998,The Career …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/j.2161-0045.1998.tb00701.x,"https://scholar.google.com/scholar?cites=11024405857247572056&as_sdt=2005&sciodt=0,5&hl=en",264,09/05/22 10:13,,10.1002/j.2161-0045.1998.tb00701.x,,,,,,,74,3.08,19,4,24,… The authors recommend elaborating the C-DAC model to formally appraise cultural identity in step one of the model and to consider cultural identity concerns throughout the C-DAC …,,"https://scholar.google.com/scholar?q=related:WDD6pLeO_pgJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
65,BE Sykes,Transformative autoethnography: An examination of cultural identity and its implications for learners,2014,Adult Learning,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1045159513510147,"https://scholar.google.com/scholar?cites=13982840707036759848&as_sdt=2005&sciodt=0,5&hl=en",265,09/05/22 10:13,,10.1177/1045159513510147,,,,,,,65,8.13,65,1,8,"The cultural experiences of minority learners are often omitted from the formal curriculum leading to exclusion and a sense of cultural loss. In this study, the researcher’s lived …",https://shareok.org/bitstream/handle/11244/25204/10.1177.1045159513510147.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:KEfM7YkHDcIJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
79,G Turner,"Cultural identity, soap narrative, and reality TV",2005,Television & New Media,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1527476405279864,"https://scholar.google.com/scholar?cites=16660750649277411008&as_sdt=2005&sciodt=0,5&hl=en",266,09/05/22 10:13,,10.1177/1527476405279864,,,,,,,79,4.65,79,1,17,"… television soap opera and cultural identity, the relation between the … of cultural identity. It is not common in Western television studies to argue particularly strongly for the cultural identity …",,"https://scholar.google.com/scholar?q=related:wO6JbXHgNucJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
89,"TC Al‐Hazza, KT Bucher",Building Arab Americans' cultural identity and acceptance with children's literature,2008,The Reading Teacher,Wiley Online Library,https://ila.onlinelibrary.wiley.com/doi/abs/10.1598/RT.62.3.3,"https://scholar.google.com/scholar?cites=15363360347562368837&as_sdt=2005&sciodt=0,5&hl=en",267,09/05/22 10:13,,10.1598/RT.62.3.3,,,,,,,89,6.36,45,2,14,"… to a story that reaffirms their cultural identity as Arabs or that … that to achieve basic cultural identity individuals must feel a … As individuals build cultural identity, they strengthen their self…",,"https://scholar.google.com/scholar?q=related:Rd_GaNaeNdUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
87,JR Cohen,The “relevance” of cultural identity in audiences' interpretations of mass media,1991,Critical Studies in Media Communication,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/15295039109366808,"https://scholar.google.com/scholar?cites=159969754346603354&as_sdt=2005&sciodt=0,5&hl=en",268,09/05/22 10:13,,10.1080/15295039109366808,,,,,,,87,2.81,87,1,31,This article discusses the promise of “relevancy” as a concept for analyzing socially situated meaning processes. It does so through an analysis of how gay male spectators make a “gay …,,"https://scholar.google.com/scholar?q=related:WsOi3qRTOAIJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
11,"FA Ibrahim, JR Heuer",Cultural identity: Components and assessment,2016,Cultural and social justice counseling,Springer,https://link.springer.com/chapter/10.1007/978-3-319-18057-1_2,"https://scholar.google.com/scholar?cites=3964344206496860532&as_sdt=2005&sciodt=0,5&hl=en",269,09/05/22 10:13,,10.1007/978-3-319-18057-1_2,,,,,,,11,1.83,6,2,6,"… as relevant to cultural identity. In addition, approaching the client from the multidimensional identity perspective also helps in consideration of those aspects of cultural identity that are …",,"https://scholar.google.com/scholar?q=related:dImfQw0uBDcJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
22,L Poyer,maintaining “otherness”: Sapwuahfik cultural identity,1988,American ethnologist,Wiley Online Library,https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1525/ae.1988.15.3.02a00040,"https://scholar.google.com/scholar?cites=1135484856057064725&as_sdt=2005&sciodt=0,5&hl=en",270,09/05/22 10:13,,10.1525/ae.1988.15.3.02a00040,,,,,,,22,0.65,22,1,34,"… the symbolic and practical organization of cultural identity for a Pacific community whose … After briefly reviewing the history of Sapwuahfik, I turn to the organization of cultural identity …",,"https://scholar.google.com/scholar?q=related:Fe0d5XUNwg8J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
105,WC Hunter,"Rukai indigenous tourism: Representations, cultural identity and Q method",2011,Tourism management,Elsevier,https://www.sciencedirect.com/science/article/pii/S0261517710000506,"https://scholar.google.com/scholar?cites=2179369618115834537&as_sdt=2005&sciodt=0,5&hl=en",271,09/05/22 10:13,,,,,,,,,105,9.55,105,1,11,"… In this study, the problem of representations and resident cultural identity in indigenous tourism is explored. In consideration of the generative nature of representations and the …",,"https://scholar.google.com/scholar?q=related:qbIS8h6tPh4J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
27,J Zhang,Filmic folklore and Chinese cultural identity,2005,Western Folklore,JSTOR,https://www.jstor.org/stable/25474752,"https://scholar.google.com/scholar?cites=5561752099277326771&as_sdt=2005&sciodt=0,5&hl=en",272,09/05/22 10:13,,,,,,,,,27,1.59,27,1,17,"… Thus, it is meaningful to look at the role of filmic folklore in constructing cultural identity at group and national levels (which I discuss below). For example, John Ford created the ""…",https://www.academia.edu/download/73975570/Fillmic_Folklore_Western_Folklore_version.pdf,"https://scholar.google.com/scholar?q=related:s0k1HhFQL00J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
11,CC Lewis,Personal and cultural identity,2000,Human Development,JSTOR,https://www.jstor.org/stable/26763436,"https://scholar.google.com/scholar?cites=14056696554912605705&as_sdt=2005&sciodt=0,5&hl=en",273,09/05/22 10:13,,,,,,,,,11,0.50,11,1,22,"… sudden and total shift in my cultural identity involved a shift of … derived from national and cultural identity more flexible before … that links individual and cultural identity development, and …",,"https://scholar.google.com/scholar?q=related:CeYFhwprE8MJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
27,"P Kent, K Bhui",Cultural identity and mental health,2003,International Journal of Social Psychiatry,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/0020764003494001,"https://scholar.google.com/scholar?cites=14830570392188539066&as_sdt=2005&sciodt=0,5&hl=en",274,09/05/22 10:13,,10.1177/0020764003494001,,,,,,,27,1.42,14,2,19,"… In this editorial we look at cultural identity critically. What is cultural identity? What are the problems of measuring cultural identity, and what does the existing body of research tell us? …",,"https://scholar.google.com/scholar?q=related:utDSKjLF0M0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
31,J Skulj,Comparative literature and cultural identity,2000,CLCWeb: Comparative Literature and Culture,docs.lib.purdue.edu,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1088&context=clcweb,"https://scholar.google.com/scholar?cites=17813820253609594890&as_sdt=2005&sciodt=0,5&hl=en",275,09/05/22 10:13,PDF,,,,,,,,31,1.41,31,1,22,"… The problem of cultural identity involves the question of the … , the question of cultural identity is primarily with reference to … Thus, the problematic of cultural identity undoubtedly refers us …",https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1088&context=clcweb,"https://scholar.google.com/scholar?q=related:ChAPlSNnN_cJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
134,JA Beoku-Betts,"We got our way of cooking things: Women, food, and preservation of cultural identity among the Gullah",1995,Gender & Society,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/089124395009005003,"https://scholar.google.com/scholar?cites=1415144593192779032&as_sdt=2005&sciodt=0,5&hl=en",276,09/05/22 10:13,,10.1177/089124395009005003,,,,,,,134,4.96,134,1,27,… it also can promote resistance and strengthen cultural identity in marginalized cultural groups. By … for conceptualizing knowledge construction and cultural identity from the perspective of …,,"https://scholar.google.com/scholar?q=related:GP0Rf4KaoxMJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
49,P Le Roux,To be or not to be...: The cultural identity of the Jawi (Thailand),1998,Asian folklore studies,JSTOR,https://www.jstor.org/stable/1178753,"https://scholar.google.com/scholar?cites=16392263273701376490&as_sdt=2005&sciodt=0,5&hl=en",277,09/05/22 10:13,,,,,,,,,49,2.04,49,1,24,"… This writing style plays important role for the Jawi in regard to ethnic and cultural identity, since Jawi normally write, for themselves as well as for those they speak to, in script, a style of …",https://www.academia.edu/download/31703744/Tobeornottobe.PLR.AFS.1998.PDF,"https://scholar.google.com/scholar?q=related:6gGn9ZgEfeMJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
124,"LM Gonzalez, GL Stein, N Huq",The influence of cultural identity and perceived barriers on college-going beliefs and aspirations of Latino youth in emerging immigrant communities,2013,Hispanic Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0739986312463002,"https://scholar.google.com/scholar?cites=13241753454466521944&as_sdt=2005&sciodt=0,5&hl=en",278,09/05/22 10:13,,10.1177/0739986312463002,,,,,,,124,13.78,41,3,9,"… The current study examines what impact these cultural identity variables, in addition to perceptions of barriers to college entrance, would have on educational aspirations and college-…",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.996.5083&rep=rep1&type=pdf,"https://scholar.google.com/scholar?q=related:WFvH6JsoxLcJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
50,"AD Williams, TC Clark, S Lewycka",The associations between cultural identity and mental health outcomes for indigenous Māori youth in New Zealand,2018,Frontiers in public health,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpubh.2018.00319/full?utm_source=General+Sub,"https://scholar.google.com/scholar?cites=11416004484650991435&as_sdt=2005&sciodt=0,5&hl=en",279,09/05/22 10:13,HTML,10.3389/fpubh.2018.00319,,,,,,,50,12.50,17,3,4,"… Using the MCIS scale, 49.0% of participants reported having eight or more cultural identity … higher levels of cultural identity. More students who had high cultural identity had reported …",https://www.frontiersin.org/articles/10.3389/fpubh.2018.00319/full?utm_source=General+Sub,"https://scholar.google.com/scholar?q=related:S3_jHZjLbZ4J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
55,R Davis,"The Spanish flu: Narrative and cultural identity in Spain, 1918",2013,,books.google.com,https://books.google.com/books?hl=en&lr=&id=taEhAQAAQBAJ&oi=fnd&pg=PP1&dq=%22cultural+identity%22&ots=LsQ862L6U7&sig=8xf1FgbhW1dxyzse5lVFNhpaxT0,"https://scholar.google.com/scholar?cites=4213744452626537595&as_sdt=2005&sciodt=0,5&hl=en",280,09/05/22 10:13,BOOK,,,,,,,,55,6.11,55,1,9,The 1918 Spanish flu epidemic is now widely recognized as the most devastating disease outbreak in recorded history. This cultural history reconstructs Spaniards' experience of the flu …,,"https://scholar.google.com/scholar?q=related:e9wTGUE6ejoJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
67,HA Murdoch,Severing the (M) other Connection: The Representation of Cultural Identity in Jamaica Kincaid's Annie John,1990,Callaloo,JSTOR,https://www.jstor.org/stable/2931710,"https://scholar.google.com/scholar?cites=9781273724043632486&as_sdt=2005&sciodt=0,5&hl=en",281,09/05/22 10:13,,,,,,,,,67,2.09,67,1,32,"… whose most immediate result has been to perpetuate perceptions of intra-regional insularity, especially in the domains of language and racial appearance as markers of cultural identity. …",,"https://scholar.google.com/scholar?q=related:Zp977KAQvocJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
122,K Borré,"Seal blood, Inuit blood, and diet: A biocultural model of physiology and cultural identity",1991,Medical Anthropology Quarterly,Wiley Online Library,https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1525/maq.1991.5.1.02a00080,"https://scholar.google.com/scholar?cites=12334739556029284775&as_sdt=2005&sciodt=0,5&hl=en",282,09/05/22 10:13,,10.1525/maq.1991.5.1.02a00080,,,,,,,122,3.94,122,1,31,"Inuit models of nutrition constitute an integral part of Inuit cultural identity and influence diet selection. Interviews were conducted among five elders, the adults of three extended families …",https://www.researchgate.net/profile/Kristen-Borre-2/publication/227664737_Seal_Blood_Inuit_Blood_and_Diet_A_Biocultural_Model_of_Physiology_and_Cultural_Identity/links/57d32a7e08ae601b39a42800/Seal-Blood-Inuit-Blood-and-Diet-A-Biocultural-Model-of-Physiology-and-Cultural-Identity.pdf,"https://scholar.google.com/scholar?q=related:p8EVIkbMLasJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
73,"D Marie, DM Fergusson, ...",Educational achievement in Maori: The roles of cultural identity and social disadvantage,2008,Australian Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/000494410805200206,"https://scholar.google.com/scholar?cites=17398816978006975010&as_sdt=2005&sciodt=0,5&hl=en",283,09/05/22 10:13,,10.1177/000494410805200206,,,,,,,73,5.21,24,3,14,… the extent to which differences in cultural identity and socio-economic status account for the … document the association between Maori cultural identity and overall levels of educational …,,"https://scholar.google.com/scholar?q=related:IiIkztsDdfEJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
88,"L Rogers-Sirin, T Gupta",Cultural identity and mental health: differing trajectories among Asian and Latino youth.,2012,Journal of Counseling Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2012-19412-001,"https://scholar.google.com/scholar?cites=5237317337180327880&as_sdt=2005&sciodt=0,5&hl=en",284,09/05/22 10:13,,,,,,,,,88,8.80,44,2,10,… The present study was designed to meet this need by examining how cultural identity in the … as a period when developing one's cultural identity or identities is a central developmental …,https://www.academia.edu/download/72526120/Cultural_Identity_and_Mental_Health_Diff20211014-12082-1wkbcjq.pdf,"https://scholar.google.com/scholar?q=related:yM-gol6wrkgJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
84,H Codjoe,The role of an affirmed black cultural identity and heritage in the academic achievement of African‐Canadian students,2006,Intercultural Education,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14675980500502271,"https://scholar.google.com/scholar?cites=3048604121045979057&as_sdt=2005&sciodt=0,5&hl=en",285,09/05/22 10:13,,10.1080/14675980500502271,,,,,,,84,5.25,84,1,16,"… Cultural education is essential for the development of a cultural identity. Cultural identity is how we view ourselves in terms of our race, ethnic background, our values, language, …",https://www.researchgate.net/profile/Henry-Codjoe/publication/249003856_The_role_of_an_affirmed_black_cultural_identity_and_heritage_in_the_academic_achievement_of_African-Canadian_students/links/5fb6974592851c933f3e1e6a/The-role-of-an-affirmed-black-cultural-identity-and-heritage-in-the-academic-achievement-of-African-Canadian-students.pdf,"https://scholar.google.com/scholar?q=related:sc-8v0vRTioJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
36,C Bradatan,Cuisine and cultural identity in Balkans,2003,Anthropology of East Europe Review,scholarworks.iu.edu,https://scholarworks.iu.edu/journals/index.php/aeer/article/download/362/437,"https://scholar.google.com/scholar?cites=4725759749285804559&as_sdt=2005&sciodt=0,5&hl=en",286,09/05/22 10:13,PDF,,,,,,,,36,1.89,36,1,19,"… During the last decade or so, the existence of a Balkan cultural identity has been hotly … might be a form through which this cultural identity manifests itself. Using statistical data regarding …",https://scholarworks.iu.edu/journals/index.php/aeer/article/download/362/437,"https://scholar.google.com/scholar?q=related:D_oELnRFlUEJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
77,T Brace,Popular music in contemporary Beijing: modernism and cultural identity,1991,Asian Music,JSTOR,https://www.jstor.org/stable/834306,"https://scholar.google.com/scholar?cites=8071549262254273522&as_sdt=2005&sciodt=0,5&hl=en",287,09/05/22 10:13,,,,,,,,,77,2.48,77,1,31,"… It is by necessity permeated by questions of politics and cultural identity: these are the questions on the minds of those who produce, consume, and/or condemn popular music, and this …",,"https://scholar.google.com/scholar?q=related:8nO7A0rnA3AJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
19,N Jose,"Cultural Identity:"" I Think I'm Something Else""",1985,Daedalus,JSTOR,https://www.jstor.org/stable/20024965,"https://scholar.google.com/scholar?cites=10043061305049742011&as_sdt=2005&sciodt=0,5&hl=en",288,09/05/22 10:13,,,,,,,,,19,0.51,19,1,37,"JL JL perceptively about the multiple choices offered by the present phase of Australian culture, and is particularly interested in the problem of self-definition that confronts artists and …",,"https://scholar.google.com/scholar?q=related:u_r16AsfYIsJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
112,A Parker,"Soccer, servitude and sub-cultural identity: Football traineeship and masculine construction",2001,Soccer & Society,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/714004830,"https://scholar.google.com/scholar?cites=16285458180686974443&as_sdt=2005&sciodt=0,5&hl=en",289,09/05/22 10:13,,10.1080/714004830,,,,,,,112,5.33,112,1,21,This case study analysis of Youth Traineeship within English Professional Football attempts to uncover the fundamental features of masculine construction within the lives of a specific …,,"https://scholar.google.com/scholar?q=related:641TaO6RAeIJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
25,"T Rokhmawan, MB Firmansyah",Cultural Literacy Development Based On Local Oralstories As The Cultural Identity Of Kebonsari Elementary School,2017,ISLLAC: Journal of Intensive …,journal2.um.ac.id,http://journal2.um.ac.id/index.php/jisllac/article/view/1433,"https://scholar.google.com/scholar?cites=1676398505594752580&as_sdt=2005&sciodt=0,5&hl=en",290,09/05/22 10:13,,,,,,,,,25,5.00,13,2,5,"In this research the researcher collects philology materials, local oral stories, forms stories in a story book and uses them as a basis for developing a literacy program based on local oral …",http://journal2.um.ac.id/index.php/jisllac/article/download/1433/755,"https://scholar.google.com/scholar?q=related:RI74E4_DQxcJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
42,"RC Hills, PWB Atkins",Cultural identity and convergence on western attitudes and beliefs in the United Arab Emirates,2013,International Journal of Cross …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1470595813485380,"https://scholar.google.com/scholar?cites=5864417575794483618&as_sdt=2005&sciodt=0,5&hl=en",291,09/05/22 10:13,,10.1177/1470595813485380,,,,,,,42,4.67,21,2,9,… observations lead us to challenge common theoretical models of acculturation by suggesting that individuals may acculturate by assuming learned transient aspects of cultural identity …,https://www.researchgate.net/profile/Paul-Atkins-2/publication/284353813_Cultural_identity_and_convergence_on_western_attitudes_and_beliefs_in_the_United_Arab_Emirates/links/57fb777708ae886b898b4b1a/Cultural-identity-and-convergence-on-western-attitudes-and-beliefs-in-the-United-Arab-Emirates.pdf,"https://scholar.google.com/scholar?q=related:oqHJ07aYYlEJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
